Id;Name;Country_iso;Country_id
935;Hellenic Fabrics;Int;30
936;Hellenic Petroleum Corporation;Int;17
937;Hellenic Management Associatio;Int;30
938;Hellenic Institute For Occupat;Int;2
939;Hellenic Purchasing Institute;Int;15
940;Hellenic Shipyards;Int;30
941;Helsinki Chamber Of Commerce;Int;10
942;Helsinn;SWI;29
943;Hellenic Steel;Int;10
944;Hellenic Sugar Industry;Int;10
945;Hellenic Technodomiki;Int;1
946;Hellenic Institute Of Environm;Int;17
947;Hempel Paint;Int;10
948;Henkel;GER;10
949;Henley Management College;Int;1
950;Jas Hennessy & Co;Int;2
951;Hep Hrvatska Elektroprivreda;Int;10
952;Heraeus Sensor Gmbh;Int;30
953;Hercules;FRA;9
954;Hermes Softlab;Int;30
955;Hertz;Int;10
956;Hexion;Int;20
957;Heyer Medical;Int;17
958;Hfc Bank Plc;Int;30
959;Hiab;Int;30
960;Hikma Pharmaceuticals;Int;15
961;Hillesden Securities Ltd;Int;15
962;Hill And Knowlton;Int;9
963;Hill-Rom;Int;29
964;Hill Samuel;Int;10
965;Hillsdown;Int;15
966;Hill'S Pet Nutrition;Int;15
967;Hilti;LIE;16
968;Hilton;UK;30
969;Hitachi;Int;15
970;Hoffmann Consulting;Int;30
971;Hoftiech;Int;20
972;Hoganas;SWE;28
973;Hogeschool Utrecht;Int;10
974;Holcim;SWI;29
975;Holiday Inns Of Belgium Nv;Int;1
976;Hollandse Signaalapparaten Bv;Int;9
977;Holland Colours;HUN;12
978;Holmen Iggesund;SWE;28
979;Honda;GER;10
980;Honeywell/Allied;BEL;2
981;Hoogovens Technical Services;Int;10
982;Hospira;Int;9
983;Hoyer;Int;29
984;Hp;SWI;29
985;Hr Factory;Int;10
986;Hri;Int;30
987;Hrvatski Telecom;CRO;4
988;Hsa Hospital Saving Associatio;UK;30
989;Hsbc Bank;UK;30
990;Hudson Highland;FRA;9
991;Hugo Boss;Int;9
992;Huhtamaki;FIN;8
993;Hungarian Post;Int;20
994;Huntsman;SWI;29
995;Husky Injection Molding System;LUX;17
996;Hvb;Int;17
997;Hydro Coatings Ltd;Int;30
998;Hyundai;Int;9
999;I2 Group;Int;15
1000;I2 Technologies;Int;30
1001;Iaea;AUS;1
1002;Iams;Int;29
1003;Ibah;Int;30
1004;Ibec Irish Bus & Empl Confeder;Int;9
1005;Iberdrola Group;Int;30
1006;Iberia Airlines;Int;29
1007;Ibm;FRA;9
1008;Ibn Al-Baytar Safco;Int;30
1009;Ibo;NET;20
1010;Icc;Int;30
1011;Iceland Telecom Ltd;ICE;13
1012;Ici;UK;30
1013;Icl Sorbus Europe;Int;30
1014;Icts;Int;17
1015;Ida Ireland;IRE;14
1016;Idc;Int;9
1017;Idv Operations Ireland Ltd;Int;17
1018;Ifad;ITA;15
1019;Int Finance Corporation;Int;9
1020;International Flavours & Fragr;Int;9
1021;Ifm Electronic;Int;20
1022;Igt Europe Bv;NET;20
1023;Int Herald Tribune;Int;29
1024;Institute For International Re;Int;9
1025;Ikano;Int;20
1026;Ikea;SWE;28
1027;Ilo;SWI;29
1028;International Institute For Ma;SWI;29
1029;Imec;NET;20
1030;Imerys;FRA;9
1031;Imo;Int;14
1032;Ideal Medical Products;Int;9
1033;Imperial Tobacco;GER;10
1034;Ims;Int;30
1035;Ina Group;CRO;4
1036;Institutio Nacional De Admin;Int;30
1037;Inbev;CRO;4
1038;Incyte Genomics Inc;Int;9
1039;Indevco;Int;10
1040;Inditex;Int;15
1041;Industries Qatar;Int;14
1042;Ineos;Int;29
1043;Inergy Automotive Systems;Int;9
1044;Infocus;NET;20
1045;Infogroup;Int;20
1046;Infonet;NET;20
1047;Info Products Belgie Bv;Int;30
1048;Infors;Int;1
1049;Infosys;Int;20
1050;Ing Group;NET;20
1051;Ingersoll-Rand;Int;20
1052;Ingram;GER;10
1053;Innogenetics;Int;9
1054;Innova;Int;9
1055;Insead;FRA;9
1056;Institute Of Public Administra;Int;10
1057;Intel;GER;10
1058;Interamerican;Int;20
1059;Inter-Continental Hotels;Int;30
1060;Interel Public Relations;Int;15
1061;Interpay;NET;20
1062;Interpharm;Int;10
1063;Interpol;FRA;9
1064;Interpublic Group;Int;29
1065;Interroll;Int;9
1066;Intersurgical;Int;17
1067;Interxion;Int;9
1068;Intesa;Int;9
1069;Int'L Idea;SWE;28
1070;Int'L Investment Group;Int;30
1071;The Int'L Investor;Int;10
1072;Int'L Paper;Int;1
1073;Intracom;GRE;11
1074;Intralox;Int;29
1075;Invacare;Int;9
1076;Invensys;UK;30
1077;Inventa;CZE;5
1078;Invest France;FRA;9
1079;Invest Germany;GER;10
1080;Iom Int'L Organization For Mig;SWI;29
1081;Iomega;SWI;29
1082;Ipsen;FRA;9
1083;Iri;Int;2
1084;Irish Ferries;Int;1
1085;Isk;Int;10
1086;Islandsbanki Isb;ICE;13
1087;Isoft;Int;20
1088;Isotis Nv;SWI;29
1089;Isp;GER;10
1090;Iss;Int;10
1091;Ista;GER;10
1092;Ita;Int;10
1093;Itelligence;Int;10
1094;Itt;Int;9
1095;Itt Sheraton;Int;15
1096;Itu;Int;20
1097;Itw;DEN;6
1098;Iveco;Int;10
1099;Jaakko Poyry;FIN;8
1100;Jabil;Int;20
1101;Jakob Mueller;Int;30
1102;Janoschka;Int;15
1103;Jeronimo Martins;Int;15
1104;J G Martin And Partners;Int;2
1105;Jones Lang Lasalle;Int;10
1106;John Deere;GER;10
1107;Johnson And Johnson;BEL;2
1108;Johnson Controls;GER;10
1109;Johnson Matthey;Int;9
1110;Jomed;Int;10
1111;Jotun;Int;30
1112;Jrc Joint Research Centre;Int;14
1113;J Sainsbury;Int;9
1114;Jsp;FRA;9
1115;Japan Tobacco International;SWI;29
1116;Julius Baer;Int;15
1117;Jungbunzlauer Int'L Ag;Int;20
1118;Jvc;Int;29
1119;Karstadt Quelle;Int;30
1120;Kbc;SLV;30
1121;Kellogg'S;Int;10
1122;Kemfine;Int;30
1123;Kemira;FIN;8
1124;Kendle;Int;20
1125;Kerr Mc Gee;Int;29
1126;Kesko Oy;FIN;8
1127;Kghm Polska Miedz;Int;30
1128;Kimberly-Clark Ltd;Int;29
1129;Kingfisher Plc;Int;30
1130;King Ict;Int;30
1131;Kion;Int;30
1132;Kisr Kuwait Institut For Scien;Int;15
1133;Kiwa;Int;10
1134;Kleinwort Benson Ltd;Int;9
1135;Klm;NET;20
1136;Klonatex;Int;10
1137;Klosterfrau;Int;30
1138;Kls Martin;Int;10
1139;Knorr-Naehrmittel Ag;Int;9
1140;Knpc Kuwait Nat'L Petroleum Co;Int;1
1141;Eastman Kodak;Int;20
1142;Gebr Koemmerling Kunststoffwer;Int;29
1143;Koerber Ag;GER;10
1144;Kohler;Int;2
1145;Kolbenschmidt Pierburg;Int;9
1146;Komatsu;Int;10
1147;Kommunedata I/S;Int;20
1148;Kone;FIN;8
1149;Konkat Ate;Int;30
1150;Kontron;Int;9
1151;Korsnas;Int;9
1152;Kosicesteel;SLO;26
1153;Kovako Materials Handling;Int;2
1154;Kovobrasiv;Int;10
1155;Kovohute;Int;1
1156;Kpmg;NET;20
1157;Kpn Telecom;NET;20
1158;Kraeber;Int;30
1159;Kraft Foods;Int;20
1160;Kras;Int;2
1161;Kraton Polymers;GER;10
1162;Krauthammer International;Int;30
1163;Krizik;Int;17
1164;Krka;SLV;10
1165;Krone;Int;1
1166;Kronleins;Int;9
1167;Kudelski Group;SWI;29
1168;Kuehne And Nagel;SWI;29
1169;Kulczyk Investment House;Int;10
1170;Kungliga Tekniska Hogskolan;Int;20
1171;Kuntarahoitus;FIN;8
1172;Kuoni;Int;29
1173;Kuwait Finance House;Int;1
1174;Kuwait Petroleum;UK;30
1175;Kvaser;Int;30
1176;Kwh Pipe;Int;9
1177;Kylemore;Int;17
1178;Kyphon;Int;15
1179;Labozeta;Int;30
1180;Ladbroke;Int;10
1181;Lafarge;FRA;9
1182;Laiki;Int;9
1183;Lalux;Int;10
1184;Lancyr;Int;29
1185;Landesbank;Int;10
1186;Landis   Gyr Technology Innova;Int;14
1187;Landsecurities;Int;15
1188;Landstinget;Int;9
1189;Lanxess;GER;10
1190;La Poste;Int;30
1191;Larive;Int;29
1192;Lattelekom;Int;9
1193;Latvian Mobile Telephone Ltd;Int;10
1194;Lavipharm;Int;20
1195;London Business School;Int;30
1196;Lcp;Int;29
1197;Leading Edge;Int;20
1198;Leciva;Int;17
1199;Lectra;Int;30
1200;Lederne;Int;20
1201;Lego;Int;10
1202;Lei;Int;15
1203;Leica;GER;10
1204;Leiden University;Int;10
1205;Leiras;Int;15
1206;Lek;Int;20
1207;Lekkerland;Int;9
1208;Lemminkainen;Int;15
1209;Lenz & Staehelin;Int;14
1210;Leo Burnett;UK;30
1211;Leo Impact;Int;30
1212;Leonidas;Int;20
1213;Leo Pharmaceutical Products Sa;Int;29
1214;Leroy Merlin;Int;17
1215;Unilever Home   Personal Care;Int;10
1216;Levis Strauss;BEL;2
1217;Lexmark;FRA;9
1218;Lg Electronics;Int;29
1219;Lhoist;BEL;2
1220;Liberty Global;NET;20
1221;Liebert Hiross;Int;29
1222;Eli Lilly;UK;30
1223;Linde;GER;10
1224;Lindt & Spruengli;SWI;29
1225;Linette;Int;30
1226;Lingsoft;Int;9
1227;Linkage Incorporated;Int;17
1228;Linklaters;Int;30
1229;Linpac;Int;15
1230;Lisboa Congressos;Int;30
1231;Littlewoods Home Shopping Grp;Int;14
1232;Ljubljanske Mlekarne;Int;14
1233;Lloyds Tsb Group;Int;10
1234;Lms Lenz Management Services;GER;10
1235;Lms International;Int;30
1236;Lockheed Martin;Int;30
1237;Loders Croklaan;Int;9
1238;Logica Consulting;UK;30
1239;Logitech Europe Sa;SWI;29
1240;Lombard International Assuranc;Int;9
1241;London Transport;Int;9
1242;Lonza;Int;20
1243;L'Oreal;Int;30
1244;Lostr As;Int;17
1245;Lot - Polish Airlines;Int;2
1246;Grupa Lotos Sa;Int;20
1247;Lsi Logic;Int;2
1248;Lubri;Int;15
1249;Lucas Varity Plc;Int;15
1250;Lucent;NET;20
1251;Lufthansa;GER;10
1252;Lukoil;RUS;10
1253;Lundbeck;DEN;6
1254;Lux Development;Int;2
1255;Louis Vuitton Moet Hennessy;FRA;9
1256;Tetley Int'L;Int;30
1257;M&A Group;Int;9
1258;M A Abudawood & Partners For I;Int;15
1259;Maaf;Int;2
1260;Machinefabriek;Int;9
1261;Mach Multinational;Int;20
1262;Maersk Med;Int;10
1263;Magnesium Electron;UK;30
1264;Magotteaux;Int;10
1265;Mahou - San Miguel;Int;20
1266;Maitland;LUX;17
1267;Makedontele;Int;10
1268;Makers;UK;30
1269;Mallinckrodt;Int;10
1270;Mandarin Oriental Group;Int;9
1271;Manpower;UK;30
1272;Mansour;Int;20
1273;Manx Telecom;Int;9
1274;Marconi Sgps Comunicacoes Lda;Int;14
1275;Marel Hf;Int;14
1276;Marionnaud Parfumeries;Int;30
1277;Marken;Int;10
1278;Marks & Spencer Plc;Int;1
1279;Marquard & Bahls;Int;10
1280;Marriott;Int;10
1281;Mars;UK;30
1282;Martell   Cie Sa;FRA;9
1283;Martin'S;Int;9
1284;Martir And Partners;Int;30
1285;Maspex;Int;20
1286;Mastercard;BEL;2
1287;Matav;Int;30
1288;Matheson Ormsby;Int;20
1289;Mathys Medical Ltd;SWI;29
1290;Matthew Clark;Int;20
1291;Maxxium;Int;15
1292;Mazda;Int;20
1293;Mcafee;UK;30
1294;Mcbride;Int;20
1295;Mcc;Int;30
1296;Mccann Ericson;Int;10
1297;Mcdonald'S;Int;10
1298;Mce;Int;9
1299;Mch Haaglanden;Int;30
1300;Mckinsey   Company Inc;Int;30
1301;Mcvities;Int;10
1302;Mds Nordion Europe Sa;Int;9
1303;Meaney Mcconnell;Int;30
1304;Tillots Pharma;Int;29
1305;Medi;Int;2
1306;Media Total;Int;10
1307;Mediglobe;Int;30
1308;Mediolanum;Int;2
1309;Medisize;Int;9
1310;Medivir;Int;9
1311;Medtronic;SWI;29
1312;Megafon;RUS;9
1313;Mellon Group;Int;15
1314;Menarini Group;ITA;15
1315;Menlo Worldwide;NET;20
1316;Mepha Ag;SWI;29
1317;Marion Merrell Dow Ltd;Int;9
1318;Mera Nn;Int;17
1319;Mercantile;Int;15
1320;Mercer;Int;20
1321;Merck;SWI;29
1322;Mercuri Urval;Int;20
1323;Mercury;Int;30
1324;Merial;UK;30
1325;Merivaara;Int;20
1326;Merkur;Int;10
1327;Merz Pharma;Int;30
1328;Messer Cutting & Welding;Int;10
1329;Messer Uk Ltd;Int;30
1330;Metalogenia;SPA;27
1331;Metaux Precieux Sa Metalor;Int;29
1332;Metro;GER;10
1333;Metropolitano De Lisboa Ep;Int;9
1334;Metropolitan Express Train;Int;9
1335;Metso;FIN;8
1336;Mettler-Toledo Ag Process;Int;10
1337;Mexx;Int;9
1338;Mgb Endoskopische;Int;15
1339;Michelin;Int;9
1340;Michelman Int'L;Int;30
1341;Michels Gmbh;Int;9
1342;Microcomponents;Int;10
1343;Microgen;Int;10
1344;Micromet;Int;9
1345;Micron Holding;Int;9
1346;Microsoft;GER;10
1347;Microtec Gmbh;Int;2
1348;Middle Sea House;Int;29
1349;Millennium Investment;Int;29
1350;Miller Distributors;Int;30
1351;Millicom International Cellula;Int;1
1352;Milliken & Company;Int;10
1353;Millipore Sa;FRA;9
1354;Mima;Int;10
1355;Irdeto Access;NET;20
1356;Minerva Sa Edible Oils;GRE;11
1357;Mitsubishi;Int;30
1358;Mmc;Int;10
1359;Mmm Business Media;Int;14
1360;Mobifon;ROM;24
1361;Mobile Telecommunications Co;Int;29
1362;Mobilkom Austria Group;CRO;4
1363;Mobiltel;Int;9
1364;Mobimak A D;MCD;15
1365;Mobistar;Int;9
1366;Mobitel;SLV;30
1367;Mol;NET;20
1368;Mol Europe;Int;30
1369;Molex;Int;30
1370;Mol Hungary;Int;2
1371;Msf Moniz Da Maia;Int;14
1372;Monsanto;BEL;2
1373;Morgan Crucible;FRA;9
1374;Morphosys Ag;Int;17
1375;Mobiltel Ead;Int;29
1376;Motley Fool;Int;29
1377;Motorola;GER;10
1378;Motorpal As;Int;9
1379;Mowe;Int;30
1380;M-Real;FIN;8
1381;Merck Msd;Int;29
1382;Msf;Int;9
1383;Mtc;UKR;15
1384;Mtn;Int;2
1385;Mundi Pharma;Int;15
1386;Mundial Confianca;Int;29
1387;Munichre;GER;10
1388;Music Choice Ltd;Int;20
1389;Mv;Int;1
1390;Nalco;Int;20
1391;Nam Ned'L Aardolie Mij Bv;Int;15
1392;Nam National Agency For Medici;Int;30
1393;Nammo;NOR;21
1394;Nat'L Bank Of Abu Dhabi;Int;30
1395;National Bank Belarus;Int;29
1396;Nat'L Bank Of Egypt;Int;10
1397;Nat'L Bank Of Kuwait;Int;10
1398;Nat'L Bank Of Oman;Int;14
1399;Nat'L Bank Of Serbia;Int;2
1400;Nateus Assurance;Int;20
1401;Natexis Banques;Int;1
1402;National Water Council;Int;29
1403;Nationwide Building Society;Int;29
1404;The Nat'L Grid Company Plc;Int;9
1405;Nat'L Power Plc;Int;9
1406;Nat'L Semiconductor;Int;2
1407;Nato;GER;10
1408;The National Shipping Company ;Int;20
1409;Nat'L University Of Ireland;Int;2
1410;Natwest;Int;10
1411; Nav  Portugal;Int;20
1412;Navision;Int;29
1413;Ncc;SWE;28
1414;Ncci;Int;10
1415;Ncm;Int;30
1416;Ncr;Int;17
1417;Nec;GER;10
1418;Neckelmann;Int;10
1419;De Nederlansche Bank;NET;20
1420;Nedlloyd;Int;14
1421;Neoventa Medical;Int;30
1422;Neste Chemicals;Int;9
1423;Nestle;SWI;29
1424;Netas;Int;9
1425;Neth Govt;Int;9
1426;Netqos;Int;9
1427;Network Associates Inc.;Int;30
1428;Neumayer Tekfor;GER;10
1429;New Medic;Int;10
1430;News Outdoor;RUS;10
1431;Newtoninno;Int;30
1432;Nexstar;Int;2
1433;Nexter;FRA;9
1434;Netherlands Finance Authority;Int;30
1435;Exel Logistics;Int;9
1436;Norwegian Gas Carriers;Int;30
1437;Nibc;Int;9
1438;Nicols;Int;9
1439;Nidek Medical Products;Int;9
1440;Nigeria Lng Ltd;Int;9
1441;Nike;NET;20
1442;Nissan;Int;30
1443;Nitto Euopr;Int;30
1444;Nizo Food Research;Int;30
1445;Nokia;FIN;8
1446;Nokian Tyres;Int;30
1447;Nomura;UK;30
1448;Norasia Services Sa;Int;15
1449;Norauto;Int;2
1450;Nordea Bank;Int;9
1451;Maxemballsa;Int;9
1452;Nordkalk;Int;10
1453;Nordson European Distribution;Int;10
1454;Norfolkline;Int;9
1455;Norgine;Int;30
1456;Norkom;Int;17
1457;Den Norske Bank;Int;15
1458;Norske Skog;NOR;21
1459;Norsk Hydro;NOR;21
1460;Nortel;Int;30
1461;Northumbrian Water;Int;15
1462;Northwest Water;Int;20
1463;Norton S A;Int;30
1464;Norwich Union;Int;30
1465;News Outdoor Marketing Russia;Int;30
1466;Nova Bank;Int;30
1467;Nova Chemicals;Int;9
1468;Nova Ljubljanska Bank;Int;10
1469;Novartis;GER;10
1470;Novell Nederland Bv;NET;20
1471;Novo Nordisk;FRA;9
1472;Nuclear Electric Plc;Int;10
1473;Nucletron;NET;20
1474;Numico Cee;Int;9
1475;Nuon Nv;Int;30
1476;Nur Media Solutions;Int;29
1477;Nutreco;Int;20
1478;Nutricia Research;NET;20
1479;Nxp Semiconductors;NET;20
1480;National Youth Agency;Int;2
1481;Nycomed;DEN;6
1482;Nykredit;Int;20
1483;Nynas;SWE;28
1484;Oami;SPA;27
1485;Oce;NET;20
1486;Octapharma Ag;SWI;29
1487;Odyssey;Int;30
1488;Olavthon;Int;20
1489;Oldmutual;Int;30
1490;Olivetti Group;Int;9
1491;Olympus;GER;10
1492;Oman Lng;Int;20
1493;Oman Telecommunications Cy;Int;10
1494;Omega Pharma;Int;20
1495;Omnia Holding;Int;30
1496;Omnicare Chemicals;UK;30
1497;Omnichem;Int;30
1498;Omron;Int;2
1499;Odette Benelux;Int;29
1500;Omv;AUS;1
1501;Omx Group;Int;10
1502;On Air;Int;1
1503;Onduline;Int;9
1504;Onex Corporation;Int;10
1505;On Semiconductors;Int;9
1506;Onvest;Int;30
1507;Opec;AUS;1
1508;Open Mind Technologies;Int;14
1509;Opentext;Int;9
1510;Oracle;GER;10
1511;Orange;Int;29
1512;Orascom;Int;30
1513;Orbis;Int;9
1514;Orbotech;BEL;2
1515;Oresundskonsortiet;Int;2
1516;Organon;Int;29
1517;Oriflame;Int;9
1518;Origin;Int;15
1519;Orion Farmos Pharmaceuticals;FIN;8
1520;Orkla Group;Int;30
1521;Orlen;Int;30
1522;Ormazabal;Int;10
1523;Ormit International Management;Int;15
1524;Orrick;Int;30
1525;Osce;AUS;1
1526;Oskar;CZE;5
1527;Ossur;ICE;13
1528;Ote Group;GRE;11
1529;Oticon;Int;30
1530;Zardoya Otis Sa;SPA;27
1531;Otsuka Pharma;Int;20
1532;Otto Bock;GER;10
1533;Ottoman Bank;Int;9
1534;Outokumpu;FIN;8
1535;Ovita;Int;30
1536;Oxford Instruments;Int;10
1537;Pa Consulting Group;Int;10
1538;Pajunk;Int;2
1539;Pall Corporation;Int;15
1540;Panalpina;Int;10
1541;Panasonic;Int;9
1542;Pannon;Int;10
1543;Pantex;Int;30
1544;Parexel International Corporat;Int;9
1545;Paroc Group;FIN;8
1546;Partners In Lighting;Int;30
1547;Pasteur Merieux Msd;Int;9
1548;Paul Hartmann;Int;30
1549;Oy Gustav Paulig Ab;Int;30
1550;Petroleum Development Omar;Int;10
1551;Pdv;Int;9
1552;Pearle;Int;17
1553;Pearson;Int;15
1554;Pechiney;Int;17
1555;Pedigree Petfoods Ltd;Int;10
1556;Pentax;Int;1
1557;Pepperl & Fuchs;Int;30
1558;Dr Pepper Snapple Group;UK;30
1559;Pepsico;UK;30
1560;Perkin-Elmer Nederland Bv;ITA;15
1561;Perkins Technology Ltd;Int;9
1562;Perlos;FIN;8
1563;Pernod Ricard;FRA;9
1564;Perstop;SWE;28
1565;Petercam;Int;9
1566;Petroleos De Portugal Sa Petro;Int;10
1567;Petrol Ljubljana;Int;20
1568;Petrorabigh;Int;15
1569;Petzetakis;GRE;11
1570;Peugeot Citroen;Int;30
1571;Pfizer;GER;10
1572;Polska Grupa Farmaceutyczna;Int;15
1573;Pgi;Int;29
1574;Phadia;Int;10
1575;Pharmapartners;Int;30
1576;Philip Morris;SWI;29
1577;Philips;NET;20
1578;Phillips Petroleum Company;Int;20
1579;Phillips Pet;Int;9
1580;Phonak;Int;15
1581;Photo Me;UK;30
1582;Pias;Int;1
1583;Picanol;Int;1
1584;Pierre Fabre;Int;29
1585;Pilkington;Int;10
1586;Pilsner Urquell;Int;30
1587;Pingo Doce Distribuic Aliment;Int;10
1588;Pioneer;Int;29
1589;Piraeus Bank;Int;2
1590;Pki Ag Philips Kommunikations;Int;17
1591;Pkn Orlen;POL;22
1592;Planeta;Int;1
1593;Plan International;Int;20
1594;Planmeca;Int;30
1595;Planon;Int;14
1596;Plansee;AUS;1
1597;Playtex;Int;20
1598;Pliva;CRO;4
1599;P&O;Int;9
1600;Podravka;CRO;4
1601;Pohjola;Int;30
1602;Point Carbon;Int;20
1603;Ceska Pojistovna;Int;15
1604;Polimoon;Int;9
1605;Polski Koncern Nafwyczn;Int;30
1606;Polkomtel;POL;22
1607;Polpharma Warszawa Sp Z O O;POL;22
1608;Telewizja Polsat;Int;10
1609;Poly-Clip System;Int;29
1610;Polymer Group Inc;Int;10
1611;Polynorm;Int;1
1612;Polytec;Int;14
1613;Porsche;GER;10
1614;Portugal Telecom;POR;23
1615;Portucel Industrial;Int;17
1616;Post Danmark;Int;10
1617;Post Office;Int;10
1618;Powergen Plc;Int;1
1619;Ppc;Int;10
1620;Ppg Industries;FRA;9
1621;Pinault Printemps Redoute;Int;15
1622;Pra;Int;30
1623;Praxair;Int;10
1624;Preh;Int;30
1625;Premier Farnell;Int;10
1626;Premier Paper;Int;15
1627;Press Clipping;Int;1
1628;Pricewater House Coopers;UK;30
1629;Ab Pripps Bryggerier;Int;30
1630;Pristop;SLV;30
1631;Probanka;Int;10
1632;Prochazka Randl Kubr & Partner;Int;20
1633;Procon Solutions;Int;10
1634;Procter And Gamble;SWI;29
1635;Produca Bv;Int;15
1636;Profirst Intl;Int;14
1637;Progress Software;Int;15
1638;Project2 Nv;BEL;2
1639;Projek Styrning;Int;2
1640;Prologis;Int;10
1641;Promedia;Int;9
1642;Progressive Recruitment Specia;Int;30
1643;Alexander Proudfoot Internatio;Int;30
1644;Provimi;Int;30
1645;Proxiserve;Int;15
1646;The Prudential Assurance Co;Int;15
1647;Polskie Sieci Elektroenergetyc;Int;9
1648;Psi Electronics;Int;10
1649;Publicis;Int;10
1650;Public Petroleum Corp;Int;14
1651;Punch;BEL;2
1652;Purator;Int;9
1653;Sa Puratos Nv;BEL;2
1654;Pz Cussons Polska Sa;Int;30
1655;Polski Zaklad Ubezpieczen;Int;10
1656;Qad;Int;29
1657;Qafco Qatar Fertiliser Co;Int;30
1658;Qatar General Electricity & Wa;Int;15
1659;Qatar Pertochemical;Int;9
1660;Qatar Steel Company;Int;10
1661;Qbe Intl;Int;15
1662;Qgpc Qatar General Petroleum C;Int;30
1663;Qatar Telecom (Q0Tel);Int;9
1664;Quaker Chiari   Forti;Int;10
1665;Quantum Chemical;Int;20
1666;Quantum Peripheral;Int;30
1667;Quelle;Int;9
1668;Quest;Int;9
1669;Quintiles;Int;10
1670;Raab Karcher Energy Service;Int;30
1671;Raba;Int;15
1672;Rabobank;NET;20
1673;Rackspace;Int;1
1674;Radio Korasidis;Int;30
1675;Radisson Sas;Int;2
1676;Raffinerie Tirlemontoise Sa;Int;17
1677;Raision Plc;FIN;8
1678;Ralston;Int;9
1679;Ram;Int;9
1680;Ramboll;Int;9
1681;Ranbaxy;Int;9
1682;Randstad;Int;14
1683;Rayovac;Int;30
1684;Raytheon Training Int'L Gmbh;GER;10
1685;Rci;Int;2
1686;Read;Int;9
1687;Real Software;Int;10
1688;Recordati;Int;10
1689;Recticel;Int;15
1690;Red Bull;Int;14
1691;Red Cross;SWI;29
1692;Redevco;Int;10
1693;Reebok;Int;30
1694;Reed Business;Int;15
1695;Reed Elsevier;Int;10
1696;Refresco Holding;Int;14
1697;Reichhold;Int;10
1698;Remondis;Int;30
1699;Remu;Int;15
1700;Remy Cointreau;Int;30
1701;Renault;FRA;9
1702;Repsol;Int;29
1703;Respironics;Int;30
1704;Rettig;FIN;8
1705;Reuters;UK;30
1706;Rewe Group;Int;15
1707;Rexam;UK;30
1708;Reykjavik University;ICE;13
1709;Rezidor;BEL;2
1710;Rferl;CZE;5
1711;Rhodia;FRA;9
1712;Richmond Events;UK;30
1713;Ricoh;Int;30
1714;Rieter;SWI;29
1715;Rio Tinto;UK;30
1716;Rjr Nabisco;Int;10
1717;Robeco;Int;30
1718;Robert Bosch;Int;9
1719;Robert Half Int Inc;Int;30
1720;Hoffmann La Roche;SWI;29
1721;Rockwell;BEL;2
1722;Rockwool International;Int;20
1723;Rohde & Schwarz;GER;10
1724;Rohm & Haas;FRA;9
1725;Roland Berger;Int;9
1726;Rolls Royce;Int;29
1727;Rom Telecom;Int;14
1728;Rover;Int;9
1729;Roxar;Int;1
1730;Royal Bank Of Scotland;UK;30
1731;Royal Bank Of Canada;Int;2
1732;Royal Doulton;Int;10
1733;Royal Insurance;Int;30
1734;Royal Sun Alliance;Int;9
1735;Rr Donnelley;Int;1
1736;Rsc;Int;9
1737;Rubbermaid;Int;30
1738;Rusal Group;RUS;29
1739;Ruuki;FIN;8
1740;Rwe;GER;10
1741;Memphis Hotel Amsterdam;Int;29
1742;Rzb Raiffeisen Zentralbank;Int;20
1743;Saudi Arabian Airlines;Int;10
1744;Saab;Int;29
1745;Saudi Arabian Monetary Agency;Int;30
1746;Banco De Sabadell;Int;30
1747;Sabic Services Ltd;SAU;9
1748;Safcor Panalpina;Int;14
1749;Safeway Plc;Int;1
1750;Saga Petroleum;Int;9
1751;Sage Group;Int;2
1752;Saint Gobain;Int;10
1753;Sales Academy;Int;20
1754;Salomon;Int;10
1755;Sampo Group;Int;9
1756;Samskip;Int;10
1757;Samsonite;Int;9
1758;Samsung Group;Int;29
1759;Sandvik;Int;9
1760;Sanitas;Int;2
1761;Sanofi Pasteur Msd;Int;15
1762;Sanofi Aventis;FRA;9
1763;Sanoma;Int;10
1764;Sanpaolo;Int;30
1765;Saudiarabian Oil Company;Int;9
1766;Sap;GER;10
1767;Saphad-Saudi Pharm Distributio;Int;30
1768;Sappi;BEL;2
1769;Sara Lee Corporation;UK;30
1770;Saratoga;Int;9
1771;Sarna;Int;1
1772;Sarnafil Int'L;Int;9
1773;Sas Scandinavian Airlines Syst;Int;30
1774;Sas Institute;GER;10
1775;Sat Gmbh;Int;9
1776;Scientific Atlanta;BEL;2
1777;Saudi American Bank;Int;15
1778;Saudi Hollandi Bank;Int;10
1779;Saudi Industrial Development F;Int;15
1780;Saudi Methanol Co Ar0Razi;Int;20
1781;Saudi Telecom;Int;30
1782;Savola Company;Int;30
1783;S&B Industrial;GRE;11
1784;Sbm Single Buoy Moorings Inc;MON;19
1785;Sca;SWE;28
1786;Scania;Int;30
1787;Scansource;Int;9
1788;Scandinavian Tobacco;Int;9
1789;Bankhaus Schelhammer & Schatt;Int;15
1790;Schenk;Int;30
1791;Schenker;Int;30
1792;Schering Ag;Int;9
1793;Schering Plough;SWI;29
1794;Schindler;SWI;29
1795;Schlumberger;FRA;9
1796;Schneider;FRA;9
1797;Schoellerarca;SWE;28
1798;Scholle;Int;30
1799;Schott;GER;10
1800;Schwarz;Int;30
1801;Schwarz Group;Int;10
1802;Scitex;Int;15
1803;Sc Johnson;UK;30
